original	target	ner_tag
始皇可其议收去诗书百家之语以愚百姓使天下无以古非今	始皇可其议，收去诗书百家之语以愚百姓，使天下无以古非今。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
景右足短弓马非其长所在唯以智谋	景右足短，弓马非其长，所在唯以智谋。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
又度民为僧民避重赋多为僧凡度万一千人	又度民为僧，民避重赋多为僧，凡度万一千人。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
长子番先封湘滨侯隋大业中不资阳令	长子番，先封湘滨侯，隋大业中，不资阳令。	[13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
丙申魏大赦	丙申，魏大赦。	[13, 2, 13, 13, 0]
敬惠来旨义无有违	敬惠来旨，义无有违。	[13, 13, 13, 2, 13, 13, 13, 0]
又久之始以五人划舟来复不近涯以一人涉水而上索钱盈壑乃以舟受已昏黑矣	又久之，始以五人划舟来，复不近涯，以一人涉水而上，索钱盈壑，乃以舟受，已昏黑矣。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
其纳诲箴曰惟后纳诲以求厥中从善如流乃能成功	其《纳诲箴》曰：惟后纳诲，以求厥中。从善如流，乃能成功。	[10, 13, 13, 11, 3, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 0]
行数里至一石室云水环拥清泉交贯	行数里，至一石室，云水环拥，清泉交贯。	[13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
先是诸路复提点刑狱还朝多擢为省府官	先是，诸路复提点刑狱，还朝多擢为省府官。	[13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
高祖以奉进仓卒遇祸叹惜久之诏赠太傅	高祖以奉进仓卒遇祸，叹惜久之，诏赠太傅。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
常诣松江相视水利见嘉定上海间沿江生茂草多淤流乃浚其上流使昆山顾浦诸所水迅流驶下壅遂尽涤	常诣松江相视水利，见嘉定、上海间，沿江生茂草，多淤流，乃浚其上流，使昆山、顾浦诸所水迅流驶下，壅遂尽涤。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 8, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
四月庚辰福兴泉漳四府地震	四月庚辰，福、兴、泉、漳四府地震。	[13, 13, 13, 2, 8, 8, 8, 13, 13, 13, 13, 0]
仲殷拜于床下曰敬服	仲殷拜于床下曰：敬服。	[13, 13, 13, 13, 13, 13, 3, 13, 0]
阍曰夷射姑旋焉	阍曰：夷射姑旋焉。	[13, 3, 13, 13, 13, 13, 0]
平陈之役杨素出信州道令弼持节为诸军节度仍领行军总管	平陈之役，杨素出信州道，令弼持节为诸军节度，仍领行军总管。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
若能归款当处以王爵	若能归款，当处以王爵。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
汀水边平地港相间曲折成趣深处则旷然展镜夹处则窅然罨陈的画翛翛天成无拘无束有江南风景而外有四山环翠觉西子湖又反出其下也	汀水边平地港相间，曲折成趣，深处则旷然展镜，夹处则窅然罨陈的画，翛翛天成，无拘无束有江南风景；而外有四山环翠，觉西子湖又反出其下也。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
立春以来未见朝廷赏录有功表显有德存问孤寡赈恤贫弱而但见洛阳都官奔车东西收系纤介牢狱充盈	立春以来，未见朝廷赏录有功，表显有德，存问孤寡，赈恤贫弱，而但见洛阳都官奔车东西，收系纤介，牢狱充盈。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
或垂百官之范置不刊之法或礼经三百威仪三千皆所以弘宣天意雕刻人理	或垂百官之范，置不刊之法；或礼经三百，威仪三千，皆所以弘宣天意，雕刻人理。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 1, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
况龙里新添之水由都勾而下龙江非北盘所经	况龙里、新添之水，由都勾而下龙江，非北盘所经。	[13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
望复此故事惟听机要之臣侍侧	望复此故事，惟听机要之臣侍侧。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
壬辰榜于谦党人示天下	壬辰，榜于谦党人示天下。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
太宗时从攻西和兴元诸州又从攻夔万诸州	太宗时，从攻西和、兴元诸州；又从攻夔、万诸州。	[13, 13, 2, 13, 13, 13, 8, 13, 13, 13, 1, 13, 13, 13, 8, 13, 13, 0]
太祖兵少乃与夏侯惇等诣扬州募兵刺史陈温丹杨太守周昕与兵四千余人还到龙亢士卒多叛至铚建平复收兵得千余人进屯河内	太祖兵少，乃与夏侯惇等诣扬州募兵，刺史陈温、丹杨太守周昕与兵四千余人。还到龙亢，士卒多叛。至铚、建平，复收兵得千余人，进屯河内。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 0, 13, 8, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
壬子诏改潜邸为龙翔宫	壬子，诏改潜邸为龙翔宫。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
遂奔金城为其将所杀	遂奔金城，为其将所杀。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
督南京粮储奏请便民六事	督南京粮储，奏请便民六事。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
经曰虽尔身在外乃心无不在王室	经曰：虽尔身在外，乃心无不在王室。	[13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
道生欲进兵击猛雀蒲曰吏民非乐为乱为猛雀所迫胁耳	道生欲进兵击猛雀，蒲曰：吏民非乐为乱，为猛雀所迫胁耳。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
皖寻阳居巢桀死于此	皖寻阳居巢桀死于此。	[13, 13, 13, 13, 13, 13, 13, 13, 0]
统中一万八千四百六十八以日法乘章中得统中	统中一万八千四百六十八。以日法乘章中，得统中。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 2, 13, 13, 0]
山在岚州静乐县东北百四十里俗名天池曰祁连汭	山在岚州静乐县东北百四十里，俗名天池，曰祁连汭。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
魏文帝即位领著作郎除安东将军都官尚书兼七兵殿中二曹事	魏文帝即位，领著作郎，除安东将军、都官尚书，兼七兵、殿中二曹事。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 8, 13, 13, 13, 13, 0]
宫尹崔神庆上疏以为今五品以上所以佩龟者为别敕征召恐有诈妄内出龟合然后应命	宫尹崔神庆上疏，以为：今五品以上所以佩龟者，为别敕征召，恐有诈妄，内出龟合，然后应命。	[13, 13, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
太夫人薨赐茔葬灵户	太夫人薨，赐茔，葬灵户。	[13, 13, 13, 2, 13, 2, 13, 13, 0]
武王蚤终成王少将以成周我所以为之若此	武王蚤终，成王少，将以成周，我所以为之若此。	[13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
三年岳召悦共讨曹泥悦诱岳斩之	三年，岳召悦共讨曹泥，悦诱岳斩之。	[13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
请即见	请即见。	[13, 13, 0]
夫蛟龙伏寝于渊而卵割于陵螣蛇雄鸣于上风雌鸣于下风而化成形精之至也	夫蛟龙伏寝于渊而卵割于陵，螣蛇雄鸣于上风、雌鸣于下风而化成形，精之至也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
重以司马元显政令违舛桓玄科条繁密	重以司马元显政令违舛，桓玄科条繁密。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
而上牵制文义优游不断孝宣之业衰焉	而上牵制文义，优游不断，孝宣之业衰焉。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
会世扰乱恐为怨仇所擒祖父泛举家檐载就安会稽留钱唐县以贾贩为事	会世扰乱，恐为怨仇所擒，祖父泛举家檐载，就安会稽，留钱唐县，以贾贩为事。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
休仁不行即以顗为使持节督雍梁南北秦四州郢州之竟陵随二郡诸军事领宁蛮校尉雍州刺史将军如故顗舅蔡兴宗谓之曰襄阳星恶岂可冒邪	休仁不行，即以顗为使持节、督雍、梁、南北秦四州、郢州之竟陵、随二郡诸军事、领宁蛮校尉、雍州刺史，将军如故。顗舅蔡兴宗谓之曰：襄阳星恶，岂可冒邪？	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 8, 13, 8, 8, 13, 13, 13, 13, 8, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 9]
桑哥既败帝以湖广行省西连番洞诸蛮南接交趾岛夷延袤数千里其间土沃人稠畲丁溪子善惊好斗思得贤方伯往抚安之	桑哥既败，帝以湖广行省西连番洞诸蛮，南接交趾岛夷，延袤数千里，其间土沃人稠，畲丁、溪子善惊好斗，思得贤方伯往抚安之。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 8, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
愚人从之者甚众	愚人从之者甚众。	[13, 13, 13, 13, 13, 13, 0]
长房乘杖须臾来归自谓去家适经旬日而已十余年矣	长房乘杖，须臾来归，自谓去家适经旬日，而已十余年矣。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
是月立宗庙袷祭高祖已下备绍世而起亦未辨继何帝为祢亦无祖宗之号	是月，立宗庙，袷祭高祖已下。备绍世而起，亦未辨继何帝为祢，亦无祖宗之号。	[13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
开成二年俛弟俶授楚州刺史	开成二年，俛弟俶授楚州刺史。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
按季收班匠工银罪六擅收用罢闲都事罪七	按季收班匠工银，罪六。擅收用罢闲都事，罪七。	[13, 13, 13, 13, 13, 13, 2, 13, 0, 13, 13, 13, 13, 13, 13, 2, 13, 0]
一年半以上文理条畅者升修道诚心	一年半以上，文理条畅者，升修道、诚心。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 8, 13, 0]
夫挈轻重不失铢两圣人弗用而县之乎铨衡视高下不差尺寸明主弗任而求之乎浣准	夫挈轻重不失铢两，圣人弗用，而县之乎铨衡；视高下不差尺寸，明主弗任，而求之乎浣准。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
遂克利州得军粮八十万斛	遂克利州，得军粮八十万斛。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
班叔皮续太史公书百篇以上记事详悉义浅理备观读之者以为甲而太史公乙	班叔皮续《太史公书》百篇以上，记事详悉，义浅理备。观读之者以为甲，而太史公乙。	[13, 13, 13, 10, 13, 13, 13, 11, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
田横因谢曰臣亨陛下之使郦生今闻其弟郦商为汉将而贤臣恐惧不敢奉诏请为庶人守海岛中	田横因谢曰：臣亨陛下之使郦生，今闻其弟郦商为汉将而贤，臣恐惧，不敢奉诏，请为庶人，守海岛中。	[13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
伯嘉劾之曰古之为将者受命之日忘其家临阵之日忘其身服丧衣凿凶门而出以示必死进不求名退不避罪惟民是保	伯嘉劾之曰：古之为将者，受命之日忘其家，临阵之日忘其身，服丧衣、凿凶门而出，以示必死。进不求名，退不避罪，惟民是保。	[13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 8, 13, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
对曰怀光总诸道兵故敢恃众为乱	对曰：怀光总诸道兵，故敢恃众为乱。	[13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
温正色曰吾果有意取之当在诛张颢之初岂至今日邪	温正色曰：吾果有意取之，当在诛张颢之初，岂至今日邪！	[13, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 12]
傉檀曰臣以布衣之交待纪纪必不相负也	傉檀曰：臣以布衣之交待纪，纪必不相负也。	[13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
六千户外则供他役	六千户外，则供他役。	[13, 13, 13, 2, 13, 13, 13, 0]
从弟僧虔知其谋禁呵乃止	从弟僧虔知其谋，禁呵乃止。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
张良曰谁为大王为此计者	张良曰：谁为大王为此计者？	[13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 9]
再传至孙瑾	再传至孙瑾。	[13, 13, 13, 13, 0]
肃宗览政除使持节司州牧侍中太师录尚书如故	肃宗览政，除使持节、司州牧、侍中、太师、录尚书如故。	[13, 13, 13, 2, 13, 13, 13, 8, 13, 13, 8, 13, 8, 13, 8, 13, 13, 13, 13, 0]
世祖即位进后起号冠军将军	世祖即位，进后起号冠军将军。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
更公卿大夫八十一元士官名位次及十二州名分界	更公卿、大夫、八十一元士官名、位次及十二州名、分界。	[13, 13, 8, 13, 8, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 8, 13, 0]
天禄中与其弟盆都王子天德侍卫萧翰谋反耶律石剌发其事刘哥以饰辞免	天禄中，与其弟盆都、王子天德、侍卫萧翰谋反，耶律石剌发其事，刘哥以饰辞免。	[13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 13, 8, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
四年病卒	四年，病卒。	[13, 2, 13, 0]
悼武王享国四年葬永陵	悼武王享国四年，葬永陵。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
元帝太兴四年诏以流民失籍使条名上有司为给客制度而江北荒残不可检实	元帝太兴四年，诏以流民失籍，使条名上有司，为给客制度，而江北荒残，不可检实。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
秦侵晋	秦侵晋。	[13, 13, 0]
四望非地则明上帝不得为天也	四望非地，则明上帝不得为天也。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
河南周歌声曲折七篇	《河南周歌声曲折》七篇。	[13, 13, 13, 13, 13, 13, 11, 13, 0]
少学易入恆山忽见一老翁授之开心符遵世跪水吞之遂明占卜	少学《易》。入恆山，忽见一老翁，授之开心符。遵世跪，水吞之，遂明占卜。	[13, 10, 11, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0, 13, 13, 2, 13, 13, 2, 13, 13, 13, 0]
己亥次威远州	己亥，次威远州。	[13, 2, 13, 13, 13, 0]
出屯北有小溪自东山出架石梁其上侧有石碑拭而读之乃罗近溪所题石门桥诗也	出屯北，有小溪自东山出，架石梁其上，侧有石碑，拭而读之，乃罗近溪所题《石门桥诗》也。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 10, 13, 13, 13, 11, 0]
师为写经始书题目彼以脱免令出生在人间也	师为写经，始书题目，彼以脱免，令出生在人间也。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
今将军拔万乘之艰难反之旧都翼佐之功超世无畴何其休哉	今将军拔万乘之艰难，反之旧都，翼佐之功，超世无畴，何其休哉！	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 12]
徼外大小木瓜种分三枝腻乃卜最强世居西河	徼外大、小木瓜种分三枝，腻乃卜最强，世居西河。	[13, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
丁未诏侍中太师高阳王雍入居门下参决尚书奏事	丁未，诏侍中、太师、高阳王雍入居门下，参决尚书奏事。	[13, 2, 13, 13, 8, 13, 8, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
大司农守汝州防御使李蹊为太常卿权参知政事	大司农、守汝州防御使李蹊为太常卿，权参知政事。	[13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
遂停柩移时乃见素车白马号哭而来	遂停柩移时，乃见素车，白马，号哭而来。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 2, 13, 13, 13, 0]
料此推之事可知矣	料此推之，事可知矣。	[13, 13, 13, 2, 13, 13, 13, 0]
居二岁朝隐等败奚契丹于范阳北肃宗以统帅功迁司徒	居二岁，朝隐等败奚、契丹于范阳北，肃宗以统帅功迁司徒。	[13, 13, 2, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
往复之作民病寒热疟泄聋瞑呕吐上怫肿色变	往复之作，民病寒热、疟、泄、聋、瞑、呕吐、上怫肿色变。	[13, 13, 13, 2, 13, 13, 13, 8, 8, 8, 8, 8, 13, 8, 13, 13, 13, 13, 0]
夫佳丽珍怪固顺于耳目故养失而泰乐失而淫礼失而采教失而伪	夫佳丽珍怪固顺于耳目，故养失而泰，乐失而淫，礼失而采，教失而伪。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
而神念克其关要颍川二城斩衍军主费尼	而神念克其关要、颍川二城，斩衍军主费尼。	[13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
壬辰罢遣浚河民夫甲午北京地震	壬辰，罢遣浚河民夫。甲午，北京地震。	[13, 2, 13, 13, 13, 13, 13, 0, 13, 2, 13, 13, 13, 0]
应慎子曰飞龙乘云腾蛇游雾吾不以龙蛇为不托于云雾之势也	应慎子曰：飞龙乘云，腾蛇游雾，吾不以龙蛇为不托于云雾之势也。	[13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
竖子不用臣之策故令自夷于此如用臣之计陛下安得而夷之乎	竖子不用臣之策，故令自夷于此；如用臣之计，陛下安得而夷之乎！	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 12]
国无怨民曰强国兴兵而伐则武爵武任必胜	国无怨民曰强国。兴兵而伐，则武爵武任，必胜。	[13, 13, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 0]
麋竺孙乾简雍伊籍皆雍容风议见礼於世	麋竺、孙乾、简雍、伊籍，皆雍容风议，见礼於世。	[13, 8, 13, 8, 13, 8, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
昌兄子真骁勇善战全武等攻之逾年不能克	昌兄子真，骁勇善战，全武等攻之，逾年不能克。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
初留哥据广宁知广宁府事温迪罕青狗居盖州妻子留广宁与伯德胡土约为兄弟	初，留哥据广宁，知广宁府事温迪罕青狗居盖州，妻子留广宁，与伯德胡土约为兄弟。	[2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
陛下立功同于天地美化包于古昔自当超迈于百王岂止俯同于六子	陛下立功同于天地，美化包于古昔，自当超迈于百王，岂止俯同于六子？	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 9]
正德中内使监造御器	正德中，内使监造御器。	[13, 13, 2, 13, 13, 13, 13, 13, 0]
遣日飨赉都阙士人恨愤	遣日，飨赉都阙，士人恨愤。	[13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
宜深为备	宜深为备。	[13, 13, 13, 0]
尔后不妬不须饮之若妬即饮柳氏拜敕讫曰妾与瑰结发夫妻俱出微贱更相辅翼遂致荣官	尔后不妬，不须饮之；若妬即饮。柳氏拜敕讫曰：妾与瑰结发夫妻，俱出微贱，更相辅翼，遂致荣官。	[13, 13, 13, 2, 13, 13, 13, 1, 13, 13, 13, 0, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
